motifHeader	symbol_scRNAseq	origin
HES7_MA0822.1	HES7	JASPAR
HEY1_MA0823.1	HEY1	JASPAR
ID4_MA0824.1	ID4	JASPAR
MAX_MA0058.3	MAX	JASPAR
MNT_MA0825.1	MNT	JASPAR
OLIG1_MA0826.1	-	JASPAR
OLIG3_MA0827.1	-	JASPAR
SREBF2(var.2)_MA0828.1	SREBF2	JASPAR
Srebf1(var.2)_MA0829.1	SREBF1	JASPAR
TCF3_MA0522.2	TCF3	JASPAR
TCF4_MA0830.1	TCF4	JASPAR
TFE3_MA0831.1	TFE3	JASPAR
Tcf21_MA0832.1	-	JASPAR
ATF4_MA0833.1	ATF4	JASPAR
ATF7_MA0834.1	ATF7	JASPAR
BATF3_MA0835.1	BATF3	JASPAR
CEBPB_MA0466.2	CEBPB	JASPAR
CEBPD_MA0836.1	CEBPD	JASPAR
CEBPE_MA0837.1	CEBPE	JASPAR
CEBPG_MA0838.1	CEBPG	JASPAR
CREB3L1_MA0839.1	CREB3L1	JASPAR
Creb5_MA0840.1	CREB5	JASPAR
Mafb_MA0117.2	MAFB	JASPAR
NFE2_MA0841.1	NFE2	JASPAR
NRL_MA0842.1	NRL	JASPAR
TEF_MA0843.1	TEF	JASPAR
XBP1_MA0844.1	XBP1	JASPAR
FOXB1_MA0845.1	-	JASPAR
FOXC1_MA0032.2	FOXC1	JASPAR
FOXC2_MA0846.1	FOXC2	JASPAR
FOXD2_MA0847.1	FOXD2	JASPAR
FOXO4_MA0848.1	FOXO4	JASPAR
FOXO6_MA0849.1	FOXO6	JASPAR
FOXP3_MA0850.1	FOXP3	JASPAR
Foxj3_MA0851.1	FOXJ3	JASPAR
Foxk1_MA0852.1	FOXK1	JASPAR
Alx4_MA0853.1	-	JASPAR
Alx1_MA0854.1	ALX1	JASPAR
RXRB_MA0855.1	RXRB	JASPAR
RXRG_MA0856.1	RXRG	JASPAR
Rarb_MA0857.1	RARB	JASPAR
Rarb(var.2)_MA0858.1	RARB	JASPAR
Rarg_MA0859.1	RARG	JASPAR
Rarg(var.2)_MA0860.1	RARG	JASPAR
TP63_MA0525.2	TP63	JASPAR
TP53_MA0106.3	TP53	JASPAR
TP73_MA0861.1	TP73	JASPAR
GMEB2_MA0862.1	GMEB2	JASPAR
MTF1_MA0863.1	MTF1	JASPAR
E2F1_MA0024.3	E2F1	JASPAR
E2F2_MA0864.1	E2F2	JASPAR
E2F8_MA0865.1	E2F8	JASPAR
SOX21_MA0866.1	SOX21	JASPAR
SOX4_MA0867.1	SOX4	JASPAR
SOX8_MA0868.1	SOX8	JASPAR
Sox11_MA0869.1	SOX11	JASPAR
Sox1_MA0870.1	SOX1	JASPAR
TFEC_MA0871.1	TFEC	JASPAR
TFAP2A(var.3)_MA0872.1	TFAP2A	JASPAR
ELK1_MA0028.2	ELK1	JASPAR
HOXD12_MA0873.1	-	JASPAR
Arx_MA0874.1	-	JASPAR
BARX1_MA0875.1	BARX1	JASPAR
BSX_MA0876.1	-	JASPAR
Barhl1_MA0877.1	-	JASPAR
CDX1_MA0878.1	-	JASPAR
Dlx1_MA0879.1	DLX1	JASPAR
Dlx3_MA0880.1	DLX3	JASPAR
Dlx4_MA0881.1	DLX4	JASPAR
DLX6_MA0882.1	DLX6	JASPAR
Dmbx1_MA0883.1	DMBX1	JASPAR
DUXA_MA0884.1	-	JASPAR
Dlx2_MA0885.1	DLX2	JASPAR
EMX2_MA0886.1	EMX2	JASPAR
EVX1_MA0887.1	-	JASPAR
EVX2_MA0888.1	-	JASPAR
GBX1_MA0889.1	-	JASPAR
GBX2_MA0890.1	GBX2	JASPAR
GSC2_MA0891.1	-	JASPAR
GSX1_MA0892.1	-	JASPAR
GSX2_MA0893.1	-	JASPAR
HESX1_MA0894.1	HESX1	JASPAR
HMBOX1_MA0895.1	HMBOX1	JASPAR
Hmx1_MA0896.1	-	JASPAR
Hmx2_MA0897.1	-	JASPAR
Hmx3_MA0898.1	-	JASPAR
HOXA10_MA0899.1	HOXA10	JASPAR
HOXA2_MA0900.1	HOXA2	JASPAR
HOXB13_MA0901.1	HOXB13	JASPAR
HOXB2_MA0902.1	HOXB2	JASPAR
HOXB3_MA0903.1	HOXB3	JASPAR
Hoxb5_MA0904.1	HOXB5	JASPAR
HOXC10_MA0905.1	HOXC10	JASPAR
HOXC12_MA0906.1	HOXC12	JASPAR
HOXC13_MA0907.1	HOXC13	JASPAR
HOXD11_MA0908.1	HOXD11	JASPAR
HOXD13_MA0909.1	-	JASPAR
Hoxd8_MA0910.1	HOXD8	JASPAR
Hoxa11_MA0911.1	HOXA11	JASPAR
Hoxd3_MA0912.1	HOXD3	JASPAR
Hoxd9_MA0913.1	HOXD9	JASPAR
ISL2_MA0914.1	ISL2	JASPAR
ASCL1_MA1100.1	-	JASPAR
BACH2_MA1101.1	BACH2	JASPAR
CREB1_MA0018.3	CREB1	JASPAR
CTCFL_MA1102.1	-	JASPAR
FOXK1_MA0852.2	FOXK1	JASPAR
FOXK2_MA1103.1	FOXK2	JASPAR
FOXP1_MA0481.2	FOXP1	JASPAR
GATA2_MA0036.3	GATA2	JASPAR
GATA6_MA1104.1	GATA6	JASPAR
GRHL2_MA1105.1	GRHL2	JASPAR
HIF1A_MA1106.1	HIF1A	JASPAR
KLF4_MA0039.3	KLF4	JASPAR
KLF9_MA1107.1	KLF9	JASPAR
MAFF_MA0495.2	MAFF	JASPAR
MAFK_MA0496.2	MAFK	JASPAR
MITF_MA0620.2	MITF	JASPAR
MXI1_MA1108.1	MXI1	JASPAR
MYC_MA0147.3	MYC	JASPAR
MYB_MA0100.3	MYB	JASPAR
MYCN_MA0104.4	MYCN	JASPAR
NEUROD1_MA1109.1	-	JASPAR
NFIC_MA0161.2	NFIC	JASPAR
NFYA_MA0060.3	NFYA	JASPAR
NR1H4_MA1110.1	-	JASPAR
NR2F2_MA1111.1	NR2F2	JASPAR
NR4A1_MA1112.1	NR4A1	JASPAR
PAX5_MA0014.3	-	JASPAR
PBX2_MA1113.1	PBX2	JASPAR
PBX3_MA1114.1	PBX3	JASPAR
POU5F1_MA1115.1	POU5F1	JASPAR
PRDM1_MA0508.2	PRDM1	JASPAR
RBPJ_MA1116.1	RBPJ	JASPAR
RELB_MA1117.1	RELB	JASPAR
SIX1_MA1118.1	-	JASPAR
SIX2_MA1119.1	SIX2	JASPAR
SOX10_MA0442.2	SOX10	JASPAR
SOX13_MA1120.1	SOX13	JASPAR
TEAD2_MA1121.1	TEAD2	JASPAR
TFDP1_MA1122.1	TFDP1	JASPAR
TWIST1_MA1123.1	TWIST1	JASPAR
USF2_MA0526.2	USF2	JASPAR
ZBTB7A_MA0750.2	ZBTB7A	JASPAR
ZEB1_MA0103.3	ZEB1	JASPAR
ZNF24_MA1124.1	ZNF24	JASPAR
ZNF384_MA1125.1	ZNF384	JASPAR
ZNF282_MA1154.1	ZNF282	JASPAR
ZSCAN4_MA1155.1	ZSCAN4	JASPAR
GATA3_MA0037.3	GATA3	JASPAR
FOS::JUN_MA0099.3	FOS,JUN	JASPAR
FOS::JUN(var.2)_MA1126.1	FOS,JUN	JASPAR
FOSB::JUN_MA1127.1	FOSB,JUN	JASPAR
FOSL1::JUN_MA1128.1	FOSL1,JUN	JASPAR
FOSL1::JUN(var.2)_MA1129.1	FOSL1,JUN	JASPAR
FOSL2::JUN_MA1130.1	FOSL2,JUN	JASPAR
FOSL2::JUN(var.2)_MA1131.1	FOSL2,JUN	JASPAR
JUN::JUNB_MA1132.1	JUN,JUNB	JASPAR
JUN::JUNB(var.2)_MA1133.1	JUN,JUNB	JASPAR
FOS::JUNB_MA1134.1	FOS,JUNB	JASPAR
FOSB::JUNB_MA1135.1	FOSB,JUNB	JASPAR
FOSB::JUNB(var.2)_MA1136.1	FOSB,JUNB	JASPAR
FOSL1::JUNB_MA1137.1	FOSL1,JUNB	JASPAR
FOSL2::JUNB_MA1138.1	FOSL2,JUNB	JASPAR
FOSL2::JUNB(var.2)_MA1139.1	FOSL2,JUNB	JASPAR
JUNB(var.2)_MA1140.1	JUNB	JASPAR
FOS::JUND_MA1141.1	FOS,JUND	JASPAR
FOSL1::JUND_MA1142.1	FOSL1,JUND	JASPAR
FOSL1::JUND(var.2)_MA1143.1	FOSL1,JUND	JASPAR
FOSL2::JUND_MA1144.1	FOSL2,JUND	JASPAR
FOSL2::JUND(var.2)_MA1145.1	FOSL2,JUND	JASPAR
NR1A4::RXRA_MA1146.1	RXRA	JASPAR
NR4A2::RXRA_MA1147.1	NR4A2,RXRA	JASPAR
PPARA::RXRA_MA1148.1	PPARA,RXRA	JASPAR
RARA::RXRG_MA1149.1	RARA,RXRG	JASPAR
RORB_MA1150.1	-	JASPAR
RORC_MA1151.1	RORC	JASPAR
SOX15_MA1152.1	SOX15	JASPAR
TFE3_MA0831.2	TFE3	JASPAR
VDR_MA0693.2	VDR	JASPAR
Smad4_MA1153.1	SMAD4	JASPAR
EGR1_MA0162.3	EGR1	JASPAR
IRF3_MA1418.1	IRF3	JASPAR
IRF4_MA1419.1	IRF4	JASPAR
IRF5_MA1420.1	IRF5	JASPAR
TCF7L1_MA1421.1	TCF7L1	JASPAR
